id,teamA_id,teamB_id,result,matchDate,picks
d826c970-96c3-4e4a-b369-ec2f1e617308,dcdea07e-8729-45c5-a599-3e73a7119812,f9f43d2a-67e7-47f4-bafa-9738be4d495c,TEAM_A_WIN,2026-06-08T15:22:54.4061961,820a23b1-2c55-4bde-bfd9-9e180e2395b2:9bc66792-b0e1-4eed-a531-5184aadb0a99|dbaa2c38-43af-4c0e-9130-e12972f5de48:d80a2e0e-1f9a-4813-b3c4-b519cb9ca603|d7c004f5-670e-4c07-80ea-5f380ea13db0:cb226520-220a-43ca-b673-9e69589da398|5f42987f-eb97-4d0c-908c-f330dc3c6ae1:9bc66792-b0e1-4eed-a531-5184aadb0a99|b12d62f8-103f-4798-9d53-35fa88c06fda:3604e603-9b54-467f-8696-d0669667da5f|ca4b3141-1f8d-453b-8c48-993a7fb904c4:af4c0b95-03b6-4ea1-9428-db21e5cf728f|a50536f1-ce36-43ca-86d6-3b211b63e017:9c480baf-5581-499b-a606-41e5996ac541|4e2cc2b0-5d78-4924-afb7-be7ce30694ee:90298766-20b1-4151-8703-7d47f0459c3a|d7e685d2-830b-420f-987d-6fae79d58b80:075fdd97-1095-474b-873b-6f3fb7db7f16|bc6d395b-9735-4d42-817e-8286aa85d227:90298766-20b1-4151-8703-7d47f0459c3a
54ec9219-1b91-4b92-9fc6-ac638834336a,f9f43d2a-67e7-47f4-bafa-9738be4d495c,594424f8-d428-4f58-a79a-36ca27ac46e4,TEAM_A_WIN,2026-06-08T15:22:54.4061961,c7b4035a-34d4-478c-8b61-8947c519b8ec:90298766-20b1-4151-8703-7d47f0459c3a|820a23b1-2c55-4bde-bfd9-9e180e2395b2:e88eca0a-02ee-487e-ab21-3edc6f95ef77|dbaa2c38-43af-4c0e-9130-e12972f5de48:af4c0b95-03b6-4ea1-9428-db21e5cf728f|d95659da-23ea-46b2-888d-7f1f0e44e0a9:075fdd97-1095-474b-873b-6f3fb7db7f16|d7c004f5-670e-4c07-80ea-5f380ea13db0:cb226520-220a-43ca-b673-9e69589da398|5f42987f-eb97-4d0c-908c-f330dc3c6ae1:9bc66792-b0e1-4eed-a531-5184aadb0a99|a50536f1-ce36-43ca-86d6-3b211b63e017:af4c0b95-03b6-4ea1-9428-db21e5cf728f|d9f79d02-2953-468b-88c8-46b12ca0fa68:4c88a773-052f-409e-aa60-55020305adf2|a094ff4a-1700-4701-b736-2d8c430d835f:ca2cce95-60c0-49e8-8a7d-613ffa464911|530fe6ba-4160-4742-93da-41baa8ab1220:ca2cce95-60c0-49e8-8a7d-613ffa464911
4be8fc1e-d29c-4dbd-9259-178da6c09069,594424f8-d428-4f58-a79a-36ca27ac46e4,dcdea07e-8729-45c5-a599-3e73a7119812,TEAM_A_WIN,2026-06-08T15:22:54.4061961,c7b4035a-34d4-478c-8b61-8947c519b8ec:90298766-20b1-4151-8703-7d47f0459c3a|d95659da-23ea-46b2-888d-7f1f0e44e0a9:075fdd97-1095-474b-873b-6f3fb7db7f16|d9f79d02-2953-468b-88c8-46b12ca0fa68:9bc66792-b0e1-4eed-a531-5184aadb0a99|b12d62f8-103f-4798-9d53-35fa88c06fda:9bc66792-b0e1-4eed-a531-5184aadb0a99|ca4b3141-1f8d-453b-8c48-993a7fb904c4:af4c0b95-03b6-4ea1-9428-db21e5cf728f|a094ff4a-1700-4701-b736-2d8c430d835f:ca2cce95-60c0-49e8-8a7d-613ffa464911|530fe6ba-4160-4742-93da-41baa8ab1220:b46a5b41-6035-47bd-906f-9f278df8a846|4e2cc2b0-5d78-4924-afb7-be7ce30694ee:cb226520-220a-43ca-b673-9e69589da398|d7e685d2-830b-420f-987d-6fae79d58b80:d80a2e0e-1f9a-4813-b3c4-b519cb9ca603|bc6d395b-9735-4d42-817e-8286aa85d227:4c88a773-052f-409e-aa60-55020305adf2
046ae90b-952d-4bf9-9f72-f3a10b8d8894,dcdea07e-8729-45c5-a599-3e73a7119812,f9f43d2a-67e7-47f4-bafa-9738be4d495c,DRAW,2026-06-08T15:22:54.4061961,820a23b1-2c55-4bde-bfd9-9e180e2395b2:828a39d5-49ff-45a2-a952-a1d13b4a6934|dbaa2c38-43af-4c0e-9130-e12972f5de48:e88eca0a-02ee-487e-ab21-3edc6f95ef77|d7c004f5-670e-4c07-80ea-5f380ea13db0:b46a5b41-6035-47bd-906f-9f278df8a846|5f42987f-eb97-4d0c-908c-f330dc3c6ae1:4c88a773-052f-409e-aa60-55020305adf2|b12d62f8-103f-4798-9d53-35fa88c06fda:3604e603-9b54-467f-8696-d0669667da5f|ca4b3141-1f8d-453b-8c48-993a7fb904c4:3604e603-9b54-467f-8696-d0669667da5f|a50536f1-ce36-43ca-86d6-3b211b63e017:af4c0b95-03b6-4ea1-9428-db21e5cf728f|4e2cc2b0-5d78-4924-afb7-be7ce30694ee:90298766-20b1-4151-8703-7d47f0459c3a|d7e685d2-830b-420f-987d-6fae79d58b80:075fdd97-1095-474b-873b-6f3fb7db7f16|bc6d395b-9735-4d42-817e-8286aa85d227:90298766-20b1-4151-8703-7d47f0459c3a
2f4eefa5-d171-4bb2-92ac-a62725cdfc63,dcdea07e-8729-45c5-a599-3e73a7119812,594424f8-d428-4f58-a79a-36ca27ac46e4,TEAM_A_WIN,2026-06-08T15:22:54.4061961,c7b4035a-34d4-478c-8b61-8947c519b8ec:ca2cce95-60c0-49e8-8a7d-613ffa464911|d95659da-23ea-46b2-888d-7f1f0e44e0a9:4c88a773-052f-409e-aa60-55020305adf2|b12d62f8-103f-4798-9d53-35fa88c06fda:4c88a773-052f-409e-aa60-55020305adf2|ca4b3141-1f8d-453b-8c48-993a7fb904c4:e88eca0a-02ee-487e-ab21-3edc6f95ef77|d9f79d02-2953-468b-88c8-46b12ca0fa68:9bc66792-b0e1-4eed-a531-5184aadb0a99|4e2cc2b0-5d78-4924-afb7-be7ce30694ee:cb226520-220a-43ca-b673-9e69589da398|d7e685d2-830b-420f-987d-6fae79d58b80:4c88a773-052f-409e-aa60-55020305adf2|bc6d395b-9735-4d42-817e-8286aa85d227:9bc66792-b0e1-4eed-a531-5184aadb0a99|a094ff4a-1700-4701-b736-2d8c430d835f:075fdd97-1095-474b-873b-6f3fb7db7f16|530fe6ba-4160-4742-93da-41baa8ab1220:ca2cce95-60c0-49e8-8a7d-613ffa464911
f6257e23-2f21-4b21-884d-523b7a3449fe,f9f43d2a-67e7-47f4-bafa-9738be4d495c,dcdea07e-8729-45c5-a599-3e73a7119812,TEAM_A_WIN,2026-06-08T15:22:54.4061961,820a23b1-2c55-4bde-bfd9-9e180e2395b2:9bc66792-b0e1-4eed-a531-5184aadb0a99|dbaa2c38-43af-4c0e-9130-e12972f5de48:d80a2e0e-1f9a-4813-b3c4-b519cb9ca603|d7c004f5-670e-4c07-80ea-5f380ea13db0:cb226520-220a-43ca-b673-9e69589da398|5f42987f-eb97-4d0c-908c-f330dc3c6ae1:4c88a773-052f-409e-aa60-55020305adf2|a50536f1-ce36-43ca-86d6-3b211b63e017:af4c0b95-03b6-4ea1-9428-db21e5cf728f|b12d62f8-103f-4798-9d53-35fa88c06fda:9bc66792-b0e1-4eed-a531-5184aadb0a99|ca4b3141-1f8d-453b-8c48-993a7fb904c4:af4c0b95-03b6-4ea1-9428-db21e5cf728f|4e2cc2b0-5d78-4924-afb7-be7ce30694ee:cb226520-220a-43ca-b673-9e69589da398|d7e685d2-830b-420f-987d-6fae79d58b80:075fdd97-1095-474b-873b-6f3fb7db7f16|bc6d395b-9735-4d42-817e-8286aa85d227:4c88a773-052f-409e-aa60-55020305adf2
474df786-f3c9-4aa1-bffb-994d13871bf4,594424f8-d428-4f58-a79a-36ca27ac46e4,f9f43d2a-67e7-47f4-bafa-9738be4d495c,TEAM_A_WIN,2026-06-08T15:22:54.4061961,c7b4035a-34d4-478c-8b61-8947c519b8ec:ca2cce95-60c0-49e8-8a7d-613ffa464911|820a23b1-2c55-4bde-bfd9-9e180e2395b2:9bc66792-b0e1-4eed-a531-5184aadb0a99|dbaa2c38-43af-4c0e-9130-e12972f5de48:e88eca0a-02ee-487e-ab21-3edc6f95ef77|d95659da-23ea-46b2-888d-7f1f0e44e0a9:4c88a773-052f-409e-aa60-55020305adf2|d7c004f5-670e-4c07-80ea-5f380ea13db0:cb226520-220a-43ca-b673-9e69589da398|5f42987f-eb97-4d0c-908c-f330dc3c6ae1:9bc66792-b0e1-4eed-a531-5184aadb0a99|d9f79d02-2953-468b-88c8-46b12ca0fa68:4c88a773-052f-409e-aa60-55020305adf2|a50536f1-ce36-43ca-86d6-3b211b63e017:9c480baf-5581-499b-a606-41e5996ac541|a094ff4a-1700-4701-b736-2d8c430d835f:ca2cce95-60c0-49e8-8a7d-613ffa464911|530fe6ba-4160-4742-93da-41baa8ab1220:ca2cce95-60c0-49e8-8a7d-613ffa464911
ebec771b-f5ea-41a0-b266-dfda62bc4da6,f9f43d2a-67e7-47f4-bafa-9738be4d495c,594424f8-d428-4f58-a79a-36ca27ac46e4,DRAW,2026-06-08T15:22:54.4061961,c7b4035a-34d4-478c-8b61-8947c519b8ec:075fdd97-1095-474b-873b-6f3fb7db7f16|820a23b1-2c55-4bde-bfd9-9e180e2395b2:828a39d5-49ff-45a2-a952-a1d13b4a6934|dbaa2c38-43af-4c0e-9130-e12972f5de48:af4c0b95-03b6-4ea1-9428-db21e5cf728f|d95659da-23ea-46b2-888d-7f1f0e44e0a9:80e51bee-5abe-4902-b01b-5ee891979931|d7c004f5-670e-4c07-80ea-5f380ea13db0:b46a5b41-6035-47bd-906f-9f278df8a846|5f42987f-eb97-4d0c-908c-f330dc3c6ae1:af4c0b95-03b6-4ea1-9428-db21e5cf728f|a50536f1-ce36-43ca-86d6-3b211b63e017:80e51bee-5abe-4902-b01b-5ee891979931|d9f79d02-2953-468b-88c8-46b12ca0fa68:9bc66792-b0e1-4eed-a531-5184aadb0a99|a094ff4a-1700-4701-b736-2d8c430d835f:de1fb492-7c71-4a78-88a8-908f99f2f8fb|530fe6ba-4160-4742-93da-41baa8ab1220:ca2cce95-60c0-49e8-8a7d-613ffa464911
8297e705-f1fe-40b1-8d6b-1761df57d6d6,594424f8-d428-4f58-a79a-36ca27ac46e4,dcdea07e-8729-45c5-a599-3e73a7119812,TEAM_A_WIN,2026-06-08T15:22:54.4061961,c7b4035a-34d4-478c-8b61-8947c519b8ec:ca2cce95-60c0-49e8-8a7d-613ffa464911|d95659da-23ea-46b2-888d-7f1f0e44e0a9:4c88a773-052f-409e-aa60-55020305adf2|d9f79d02-2953-468b-88c8-46b12ca0fa68:d80a2e0e-1f9a-4813-b3c4-b519cb9ca603|b12d62f8-103f-4798-9d53-35fa88c06fda:4c88a773-052f-409e-aa60-55020305adf2|ca4b3141-1f8d-453b-8c48-993a7fb904c4:3604e603-9b54-467f-8696-d0669667da5f|a094ff4a-1700-4701-b736-2d8c430d835f:de1fb492-7c71-4a78-88a8-908f99f2f8fb|530fe6ba-4160-4742-93da-41baa8ab1220:d80a2e0e-1f9a-4813-b3c4-b519cb9ca603|4e2cc2b0-5d78-4924-afb7-be7ce30694ee:cb226520-220a-43ca-b673-9e69589da398|d7e685d2-830b-420f-987d-6fae79d58b80:075fdd97-1095-474b-873b-6f3fb7db7f16|bc6d395b-9735-4d42-817e-8286aa85d227:4c88a773-052f-409e-aa60-55020305adf2
f4e9b069-33f5-4d31-a9b9-995021aaceb6,dcdea07e-8729-45c5-a599-3e73a7119812,f9f43d2a-67e7-47f4-bafa-9738be4d495c,TEAM_A_WIN,2026-06-08T15:22:54.4061961,820a23b1-2c55-4bde-bfd9-9e180e2395b2:828a39d5-49ff-45a2-a952-a1d13b4a6934|dbaa2c38-43af-4c0e-9130-e12972f5de48:d80a2e0e-1f9a-4813-b3c4-b519cb9ca603|d7c004f5-670e-4c07-80ea-5f380ea13db0:b46a5b41-6035-47bd-906f-9f278df8a846|5f42987f-eb97-4d0c-908c-f330dc3c6ae1:af4c0b95-03b6-4ea1-9428-db21e5cf728f|b12d62f8-103f-4798-9d53-35fa88c06fda:9bc66792-b0e1-4eed-a531-5184aadb0a99|ca4b3141-1f8d-453b-8c48-993a7fb904c4:3604e603-9b54-467f-8696-d0669667da5f|a50536f1-ce36-43ca-86d6-3b211b63e017:af4c0b95-03b6-4ea1-9428-db21e5cf728f|4e2cc2b0-5d78-4924-afb7-be7ce30694ee:cb226520-220a-43ca-b673-9e69589da398|d7e685d2-830b-420f-987d-6fae79d58b80:075fdd97-1095-474b-873b-6f3fb7db7f16|bc6d395b-9735-4d42-817e-8286aa85d227:9bc66792-b0e1-4eed-a531-5184aadb0a99
